ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
769;ALM-ORE-DOB-400GXX;Galletitas Oreo Doble Relleno 400 g;Oreo;Doble Relleno;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 864,35;$ 1.045,86;$ 1.957,05
770;ALM-PEP-CHO-118GXX;Galletitas Pepitos Chocolate 118 g;Pepitos;Chocolate;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 1.192,51;$ 1.442,94;$ 2.193,76
771;ALM-PEP-CHO-170GXX;Galletitas Pepitos Chocolate 170 g;Pepitos;Chocolate;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 898,97;$ 1.087,75;$ 1.900,81
772;ALM-PEP-CHO-400GXX;Galletitas Pepitos Chocolate 400 g;Pepitos;Chocolate;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 810,41;$ 980,60;$ 1.777,86
773;ALM-SON-VAI-118GXX;Galletitas Sonrisas Vainilla 118 g;Sonrisas;Vainilla;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 534,44;$ 646,67;$ 1.078,79
774;ALM-SON-VAI-170GXX;Galletitas Sonrisas Vainilla 170 g;Sonrisas;Vainilla;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 894,81;$ 1.082,72;$ 1.504,48
775;ALM-SON-VAI-400GXX;Galletitas Sonrisas Vainilla 400 g;Sonrisas;Vainilla;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 668,17;$ 808,49;$ 1.312,07
776;ALM-CHO-CLÁ-118GXX;Galletitas Chocolinas Clásicas 118 g;Chocolinas;Clásicas;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 940,53;$ 1.138,04;$ 2.124,05
777;ALM-CHO-CLÁ-170GXX;Galletitas Chocolinas Clásicas 170 g;Chocolinas;Clásicas;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 1.223,83;$ 1.480,83;$ 2.520,41
778;ALM-CHO-CLÁ-400GXX;Galletitas Chocolinas Clásicas 400 g;Chocolinas;Clásicas;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 709,70;$ 858,74;$ 1.503,26
779;ALM-9DE-DUL-118GXX;Galletitas 9 de Oro Dulces 118 g;9 de Oro;Dulces;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 1.011,91;$ 1.224,41;$ 1.757,96
780;ALM-9DE-DUL-170GXX;Galletitas 9 de Oro Dulces 170 g;9 de Oro;Dulces;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 775,05;$ 937,81;$ 1.300,91
781;ALM-9DE-DUL-400GXX;Galletitas 9 de Oro Dulces 400 g;9 de Oro;Dulces;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 274,90;$ 332,63;$ 519,22
782;ALM-9DE-SAL-118GXX;Galletitas 9 de Oro Saladas 118 g;9 de Oro;Saladas;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 931,62;$ 1.127,26;$ 1.557,97
783;ALM-9DE-SAL-170GXX;Galletitas 9 de Oro Saladas 170 g;9 de Oro;Saladas;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 678,97;$ 821,55;$ 1.310,96
784;ALM-9DE-SAL-400GXX;Galletitas 9 de Oro Saladas 400 g;9 de Oro;Saladas;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 325,42;$ 393,76;$ 663,61
785;ALM-DON-BIZ-118GXX;Galletitas Don Satur Bizcochitos 118 g;Don Satur;Bizcochitos;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 497,10;$ 601,49;$ 874,34
786;ALM-DON-BIZ-170GXX;Galletitas Don Satur Bizcochitos 170 g;Don Satur;Bizcochitos;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 889,10;$ 1.075,81;$ 1.791,17
787;ALM-DON-BIZ-400GXX;Galletitas Don Satur Bizcochitos 400 g;Don Satur;Bizcochitos;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 543,85;$ 658,06;$ 970,63
788;ALM-DON-CRI-118GXX;Galletitas Don Satur Criollitos 118 g;Don Satur;Criollitos;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 398,24;$ 481,87;$ 673,25
789;ALM-DON-CRI-170GXX;Galletitas Don Satur Criollitos 170 g;Don Satur;Criollitos;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 378,69;$ 458,21;$ 718,23
790;ALM-DON-CRI-400GXX;Galletitas Don Satur Criollitos 400 g;Don Satur;Criollitos;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 874,47;$ 1.058,11;$ 1.454,97
791;ALM-CRI-CLÁ-118GXX;Galletitas Criollitas Clásicas 118 g;Criollitas;Clásicas;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 948,08;$ 1.147,18;$ 1.656,24
792;ALM-CRI-CLÁ-170GXX;Galletitas Criollitas Clásicas 170 g;Criollitas;Clásicas;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 1.154,11;$ 1.396,47;$ 2.448,53
793;ALM-CRI-CLÁ-400GXX;Galletitas Criollitas Clásicas 400 g;Criollitas;Clásicas;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 659,11;$ 797,52;$ 1.171,07
794;ALM-TRA-CLÁ-118GXX;Galletitas Traviata Clásicas 118 g;Traviata;Clásicas;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 625,78;$ 757,19;$ 1.284,00
795;ALM-TRA-CLÁ-170GXX;Galletitas Traviata Clásicas 170 g;Traviata;Clásicas;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 902,94;$ 1.092,56;$ 2.033,53
796;ALM-TRA-CLÁ-400GXX;Galletitas Traviata Clásicas 400 g;Traviata;Clásicas;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 855,52;$ 1.035,18;$ 1.892,28
797;ALM-OPE-TOR-118GXX;Galletitas Opera Torta Negra 118 g;Opera;Torta Negra;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 953,23;$ 1.153,41;$ 1.619,40
798;ALM-OPE-TOR-170GXX;Galletitas Opera Torta Negra 170 g;Opera;Torta Negra;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 1.176,89;$ 1.424,04;$ 2.537,80
799;ALM-OPE-TOR-400GXX;Galletitas Opera Torta Negra 400 g;Opera;Torta Negra;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 1.008,73;$ 1.220,56;$ 1.847,11
800;ALM-OPE-TOR-118GXX-2;Galletitas Opera Torta Blanca 118 g;Opera;Torta Blanca;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 724,41;$ 876,54;$ 1.610,16
801;ALM-OPE-TOR-170GXX-2;Galletitas Opera Torta Blanca 170 g;Opera;Torta Blanca;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 858,13;$ 1.038,34;$ 1.550,17
802;ALM-OPE-TOR-400GXX-2;Galletitas Opera Torta Blanca 400 g;Opera;Torta Blanca;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 520,06;$ 629,27;$ 911,48
803;ALM-RUM-CHO-118GXX;Galletitas Rumba Chocolate 118 g;Rumba;Chocolate;118 g Paquete (paquete);Almacén;Galletitas;118;g;;$ 1.246,99;$ 1.508,86;$ 2.513,28
804;ALM-RUM-CHO-170GXX;Galletitas Rumba Chocolate 170 g;Rumba;Chocolate;170 g Paquete (paquete grande);Almacén;Galletitas;170;g;;$ 424,16;$ 513,23;$ 852,86
805;ALM-RUM-CHO-400GXX;Galletitas Rumba Chocolate 400 g;Rumba;Chocolate;400 g Paquete (familiar);Almacén;Galletitas;400;g;;$ 438,37;$ 530,43;$ 751,26
806;CON-FRI-BOM-1UNX;Helado Frigor Bombón Suizo;Frigor;Bombón Suizo;Unidad;Congelados;Helados;1;un;;$ 360,17;$ 435,81;$ 751,48
807;CON-FRI-BOM-6UNX-P6;Helado Frigor Bombón Suizo Pack x6;Frigor;Bombón Suizo;Pack x6;Congelados;Helados;6;un;;$ 1.371,00;$ 1.658,91;$ 2.470,86
808;CON-FRI-BOM-12UNX-P12;Helado Frigor Bombón Suizo Pack x12;Frigor;Bombón Suizo;Pack x12;Congelados;Helados;12;un;;$ 1.368,15;$ 1.655,46;$ 2.956,26
809;CON-FRI-FRU-1UNX;Helado Frigor Frutilla al Agua;Frigor;Frutilla al Agua;Unidad;Congelados;Helados;1;un;;$ 842,06;$ 1.018,89;$ 1.536,71
810;CON-FRI-FRU-6UNX-P6;Helado Frigor Frutilla al Agua Pack x6;Frigor;Frutilla al Agua;Pack x6;Congelados;Helados;6;un;;$ 989,37;$ 1.197,14;$ 2.124,76
811;CON-FRI-FRU-12UNX-P12;Helado Frigor Frutilla al Agua Pack x12;Frigor;Frutilla al Agua;Pack x12;Congelados;Helados;12;un;;$ 486,34;$ 588,47;$ 884,54
812;CON-FRI-CRE-1UNX;Helado Frigor Crema Americana;Frigor;Crema Americana;Unidad;Congelados;Helados;1;un;;$ 605,26;$ 732,36;$ 1.374,33
813;CON-FRI-CRE-6UNX-P6;Helado Frigor Crema Americana Pack x6;Frigor;Crema Americana;Pack x6;Congelados;Helados;6;un;;$ 583,15;$ 705,61;$ 1.322,03
814;CON-FRI-CRE-12UNX-P12;Helado Frigor Crema Americana Pack x12;Frigor;Crema Americana;Pack x12;Congelados;Helados;12;un;;$ 930,48;$ 1.125,88;$ 2.116,93
815;CON-FRI-CHO-1UNX;Helado Frigor Chocolate;Frigor;Chocolate;Unidad;Congelados;Helados;1;un;;$ 828,59;$ 1.002,59;$ 1.418,51
816;CON-FRI-CHO-6UNX-P6;Helado Frigor Chocolate Pack x6;Frigor;Chocolate;Pack x6;Congelados;Helados;6;un;;$ 1.908,94;$ 2.309,82;$ 3.657,84
817;CON-FRI-CHO-12UNX-P12;Helado Frigor Chocolate Pack x12;Frigor;Chocolate;Pack x12;Congelados;Helados;12;un;;$ 1.927,36;$ 2.332,11;$ 3.355,56
818;CON-GRI-PAL-1UNX;Helado Grido Palito Frutal;Grido;Palito Frutal;Unidad;Congelados;Helados;1;un;;$ 1.942,23;$ 2.350,10;$ 3.379,04
819;CON-GRI-PAL-6UNX-P6;Helado Grido Palito Frutal Pack x6;Grido;Palito Frutal;Pack x6;Congelados;Helados;6;un;;$ 976,43;$ 1.181,48;$ 1.902,56
820;CON-GRI-PAL-12UNX-P12;Helado Grido Palito Frutal Pack x12;Grido;Palito Frutal;Pack x12;Congelados;Helados;12;un;;$ 1.367,53;$ 1.654,71;$ 2.895,07
821;CON-GRI-BOM-1UNX;Helado Grido Bombón Helado;Grido;Bombón Helado;Unidad;Congelados;Helados;1;un;;$ 377,11;$ 456,30;$ 629,51
822;CON-GRI-BOM-6UNX-P6;Helado Grido Bombón Helado Pack x6;Grido;Bombón Helado;Pack x6;Congelados;Helados;6;un;;$ 1.381,90;$ 1.672,10;$ 2.758,71
823;CON-GRI-BOM-12UNX-P12;Helado Grido Bombón Helado Pack x12;Grido;Bombón Helado;Pack x12;Congelados;Helados;12;un;;$ 1.926,76;$ 2.331,38;$ 3.166,35
824;CON-GRI-SAN-1UNX;Helado Grido Sandwich Helado;Grido;Sandwich Helado;Unidad;Congelados;Helados;1;un;;$ 443,42;$ 536,54;$ 859,49
825;CON-GRI-SAN-6UNX-P6;Helado Grido Sandwich Helado Pack x6;Grido;Sandwich Helado;Pack x6;Congelados;Helados;6;un;;$ 1.994,52;$ 2.413,37;$ 4.187,77
826;CON-GRI-SAN-12UNX-P12;Helado Grido Sandwich Helado Pack x12;Grido;Sandwich Helado;Pack x12;Congelados;Helados;12;un;;$ 707,25;$ 855,77;$ 1.253,26
827;CON-GRI-CON-1UNX;Helado Grido Cono;Grido;Cono;Unidad;Congelados;Helados;1;un;;$ 317,09;$ 383,68;$ 621,98
828;CON-GRI-CON-6UNX-P6;Helado Grido Cono Pack x6;Grido;Cono;Pack x6;Congelados;Helados;6;un;;$ 1.930,06;$ 2.335,37;$ 4.034,46
829;CON-GRI-CON-12UNX-P12;Helado Grido Cono Pack x12;Grido;Cono;Pack x12;Congelados;Helados;12;un;;$ 1.240,33;$ 1.500,80;$ 2.769,83
830;CON-ARC-BON-1UNX;Helado Arcor Bon o Bon Helado;Arcor;Bon o Bon Helado;Unidad;Congelados;Helados;1;un;;$ 1.934,09;$ 2.340,25;$ 3.942,22
831;CON-ARC-BON-6UNX-P6;Helado Arcor Bon o Bon Helado Pack x6;Arcor;Bon o Bon Helado;Pack x6;Congelados;Helados;6;un;;$ 855,51;$ 1.035,17;$ 1.790,04
832;CON-ARC-BON-12UNX-P12;Helado Arcor Bon o Bon Helado Pack x12;Arcor;Bon o Bon Helado;Pack x12;Congelados;Helados;12;un;;$ 1.746,88;$ 2.113,72;$ 3.451,48
833;CON-ARC-PAL-1UNX;Helado Arcor Paleta Frutal;Arcor;Paleta Frutal;Unidad;Congelados;Helados;1;un;;$ 1.801,37;$ 2.179,66;$ 4.082,29
834;CON-ARC-PAL-6UNX-P6;Helado Arcor Paleta Frutal Pack x6;Arcor;Paleta Frutal;Pack x6;Congelados;Helados;6;un;;$ 1.880,42;$ 2.275,31;$ 3.816,68
835;CON-ARC-PAL-12UNX-P12;Helado Arcor Paleta Frutal Pack x12;Arcor;Paleta Frutal;Pack x12;Congelados;Helados;12;un;;$ 1.911,56;$ 2.312,99;$ 3.970,54
836;TAB-MAR-RED-10UNX;Marlboro Red Atado x10;Marlboro;Red;Atado x10;Tabaco;Cigarrillos;10;un;;$ 2.505,21;$ 3.031,30;$ 5.512,57
837;TAB-MAR-RED-12UNX;Marlboro Red Atado x12;Marlboro;Red;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.186,42;$ 1.435,57;$ 2.380,90
838;TAB-MAR-RED-20UNX;Marlboro Red Atado x20;Marlboro;Red;Atado x20;Tabaco;Cigarrillos;20;un;;$ 3.975,90;$ 4.810,84;$ 7.690,96
839;TAB-MAR-RED-25UNX;Marlboro Red Atado x25;Marlboro;Red;Atado x25;Tabaco;Cigarrillos;25;un;;$ 1.070,38;$ 1.295,16;$ 2.197,08
840;TAB-MAR-RED-10ATA;Marlboro Red Cartón x10 atados;Marlboro;Red;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 1.715,11;$ 2.075,28;$ 3.446,16
841;TAB-MAR-RED-20ATA;Marlboro Red Cartón x20 atados;Marlboro;Red;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 3.640,47;$ 4.404,97;$ 5.976,51
842;TAB-MAR-GOL-10UNX;Marlboro Gold Atado x10;Marlboro;Gold;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.367,33;$ 1.654,47;$ 2.768,63
843;TAB-MAR-GOL-12UNX;Marlboro Gold Atado x12;Marlboro;Gold;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.520,18;$ 3.049,42;$ 5.162,24
844;TAB-MAR-GOL-20UNX;Marlboro Gold Atado x20;Marlboro;Gold;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.999,08;$ 2.418,89;$ 3.667,87
845;TAB-MAR-GOL-25UNX;Marlboro Gold Atado x25;Marlboro;Gold;Atado x25;Tabaco;Cigarrillos;25;un;;$ 2.951,98;$ 3.571,90;$ 5.727,26
846;TAB-MAR-GOL-10ATA;Marlboro Gold Cartón x10 atados;Marlboro;Gold;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.447,13;$ 4.171,03;$ 6.654,12
847;TAB-MAR-GOL-20ATA;Marlboro Gold Cartón x20 atados;Marlboro;Gold;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.956,36;$ 3.577,20;$ 5.527,08
848;TAB-MAR-BLU-10UNX;Marlboro Blue Atado x10;Marlboro;Blue;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.731,01;$ 2.094,52;$ 3.673,22
849;TAB-MAR-BLU-12UNX;Marlboro Blue Atado x12;Marlboro;Blue;Atado x12;Tabaco;Cigarrillos;12;un;;$ 3.391,40;$ 4.103,59;$ 6.764,40
850;TAB-MAR-BLU-20UNX;Marlboro Blue Atado x20;Marlboro;Blue;Atado x20;Tabaco;Cigarrillos;20;un;;$ 2.422,44;$ 2.931,15;$ 5.413,30
851;TAB-MAR-BLU-25UNX;Marlboro Blue Atado x25;Marlboro;Blue;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.682,38;$ 4.455,68;$ 6.256,31
852;TAB-MAR-BLU-10ATA;Marlboro Blue Cartón x10 atados;Marlboro;Blue;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 2.756,87;$ 3.335,81;$ 5.805,87
853;TAB-MAR-BLU-20ATA;Marlboro Blue Cartón x20 atados;Marlboro;Blue;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.895,02;$ 3.502,97;$ 6.316,85
854;TAB-MAR-MEN-10UNX;Marlboro Menthol Atado x10;Marlboro;Menthol;Atado x10;Tabaco;Cigarrillos;10;un;;$ 3.779,75;$ 4.573,50;$ 6.860,04
855;TAB-MAR-MEN-12UNX;Marlboro Menthol Atado x12;Marlboro;Menthol;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.645,16;$ 1.990,64;$ 2.917,61
856;TAB-MAR-MEN-20UNX;Marlboro Menthol Atado x20;Marlboro;Menthol;Atado x20;Tabaco;Cigarrillos;20;un;;$ 2.825,29;$ 3.418,60;$ 4.953,84
857;TAB-MAR-MEN-25UNX;Marlboro Menthol Atado x25;Marlboro;Menthol;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.252,76;$ 3.935,84;$ 5.541,44
858;TAB-MAR-MEN-10ATA;Marlboro Menthol Cartón x10 atados;Marlboro;Menthol;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 2.906,53;$ 3.516,90;$ 5.283,42
859;TAB-MAR-MEN-20ATA;Marlboro Menthol Cartón x20 atados;Marlboro;Menthol;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.116,44;$ 2.560,89;$ 4.045,61
860;TAB-MAR-FUS-10UNX;Marlboro Fusion Atado x10;Marlboro;Fusion;Atado x10;Tabaco;Cigarrillos;10;un;;$ 2.066,38;$ 2.500,32;$ 4.350,65
861;TAB-MAR-FUS-12UNX;Marlboro Fusion Atado x12;Marlboro;Fusion;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.662,91;$ 3.222,12;$ 5.640,97
862;TAB-MAR-FUS-20UNX;Marlboro Fusion Atado x20;Marlboro;Fusion;Atado x20;Tabaco;Cigarrillos;20;un;;$ 4.113,50;$ 4.977,34;$ 7.175,17
863;TAB-MAR-FUS-25UNX;Marlboro Fusion Atado x25;Marlboro;Fusion;Atado x25;Tabaco;Cigarrillos;25;un;;$ 2.274,47;$ 2.752,11;$ 4.824,52
864;TAB-MAR-FUS-10ATA;Marlboro Fusion Cartón x10 atados;Marlboro;Fusion;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.042,14;$ 3.680,99;$ 6.883,69
865;TAB-MAR-FUS-20ATA;Marlboro Fusion Cartón x20 atados;Marlboro;Fusion;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 1.764,96;$ 2.135,60;$ 3.196,10
866;TAB-PHI-KSX-10UNX;Philip Morris KS Atado x10;Philip Morris;KS;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.798,39;$ 2.176,05;$ 3.017,88
867;TAB-PHI-KSX-12UNX;Philip Morris KS Atado x12;Philip Morris;KS;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.992,23;$ 2.410,60;$ 4.210,53
868;TAB-PHI-KSX-20UNX;Philip Morris KS Atado x20;Philip Morris;KS;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.489,05;$ 1.801,75;$ 3.177,33
869;TAB-PHI-KSX-25UNX;Philip Morris KS Atado x25;Philip Morris;KS;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.861,39;$ 4.672,28;$ 6.975,22
870;TAB-PHI-KSX-10ATA;Philip Morris KS Cartón x10 atados;Philip Morris;KS;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 2.861,74;$ 3.462,71;$ 5.040,52
871;TAB-PHI-KSX-20ATA;Philip Morris KS Cartón x20 atados;Philip Morris;KS;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 4.134,33;$ 5.002,54;$ 8.157,63
872;TAB-PHI-BLU-10UNX;Philip Morris Blue Atado x10;Philip Morris;Blue;Atado x10;Tabaco;Cigarrillos;10;un;;$ 3.620,99;$ 4.381,40;$ 6.993,23
873;TAB-PHI-BLU-12UNX;Philip Morris Blue Atado x12;Philip Morris;Blue;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.452,92;$ 2.968,03;$ 4.673,27
874;TAB-PHI-BLU-20UNX;Philip Morris Blue Atado x20;Philip Morris;Blue;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.363,67;$ 1.650,04;$ 2.642,70
875;TAB-PHI-BLU-25UNX;Philip Morris Blue Atado x25;Philip Morris;Blue;Atado x25;Tabaco;Cigarrillos;25;un;;$ 2.156,40;$ 2.609,24;$ 3.618,51
876;TAB-PHI-BLU-10ATA;Philip Morris Blue Cartón x10 atados;Philip Morris;Blue;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.545,83;$ 4.290,45;$ 6.894,37
877;TAB-PHI-BLU-20ATA;Philip Morris Blue Cartón x20 atados;Philip Morris;Blue;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 3.047,38;$ 3.687,33;$ 7.003,92
878;TAB-PHI-MEN-10UNX;Philip Morris Menthol Atado x10;Philip Morris;Menthol;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.025,91;$ 1.241,35;$ 1.685,75
879;TAB-PHI-MEN-12UNX;Philip Morris Menthol Atado x12;Philip Morris;Menthol;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.461,13;$ 1.767,97;$ 2.416,76
880;TAB-PHI-MEN-20UNX;Philip Morris Menthol Atado x20;Philip Morris;Menthol;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.249,37;$ 1.511,74;$ 2.139,20
881;TAB-PHI-MEN-25UNX;Philip Morris Menthol Atado x25;Philip Morris;Menthol;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.864,54;$ 4.676,09;$ 6.430,85
882;TAB-PHI-MEN-10ATA;Philip Morris Menthol Cartón x10 atados;Philip Morris;Menthol;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 1.011,78;$ 1.224,25;$ 1.850,73
883;TAB-PHI-MEN-20ATA;Philip Morris Menthol Cartón x20 atados;Philip Morris;Menthol;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.213,21;$ 2.677,98;$ 4.340,17
884;TAB-CHE-ORI-10UNX;Chesterfield Original Atado x10;Chesterfield;Original;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.099,55;$ 1.330,46;$ 2.237,14
885;TAB-CHE-ORI-12UNX;Chesterfield Original Atado x12;Chesterfield;Original;Atado x12;Tabaco;Cigarrillos;12;un;;$ 3.602,64;$ 4.359,19;$ 6.431,04
886;TAB-CHE-ORI-20UNX;Chesterfield Original Atado x20;Chesterfield;Original;Atado x20;Tabaco;Cigarrillos;20;un;;$ 3.821,94;$ 4.624,55;$ 6.632,46
887;TAB-CHE-ORI-25UNX;Chesterfield Original Atado x25;Chesterfield;Original;Atado x25;Tabaco;Cigarrillos;25;un;;$ 1.319,86;$ 1.597,03;$ 2.749,70
888;TAB-CHE-ORI-10ATA;Chesterfield Original Cartón x10 atados;Chesterfield;Original;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 1.943,28;$ 2.351,37;$ 4.312,23
889;TAB-CHE-ORI-20ATA;Chesterfield Original Cartón x20 atados;Chesterfield;Original;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.055,89;$ 2.487,63;$ 4.121,27
890;TAB-CHE-BLU-10UNX;Chesterfield Blue Atado x10;Chesterfield;Blue;Atado x10;Tabaco;Cigarrillos;10;un;;$ 2.688,32;$ 3.252,87;$ 6.011,61
891;TAB-CHE-BLU-12UNX;Chesterfield Blue Atado x12;Chesterfield;Blue;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.186,14;$ 1.435,23;$ 2.130,64
892;TAB-CHE-BLU-20UNX;Chesterfield Blue Atado x20;Chesterfield;Blue;Atado x20;Tabaco;Cigarrillos;20;un;;$ 2.042,40;$ 2.471,30;$ 4.135,32
893;TAB-CHE-BLU-25UNX;Chesterfield Blue Atado x25;Chesterfield;Blue;Atado x25;Tabaco;Cigarrillos;25;un;;$ 2.648,66;$ 3.204,88;$ 4.954,05
894;TAB-CHE-BLU-10ATA;Chesterfield Blue Cartón x10 atados;Chesterfield;Blue;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.917,34;$ 4.739,98;$ 7.742,95
895;TAB-CHE-BLU-20ATA;Chesterfield Blue Cartón x20 atados;Chesterfield;Blue;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 2.222,83;$ 2.689,62;$ 4.926,58
896;TAB-LUC-RED-10UNX;Lucky Strike Red Atado x10;Lucky Strike;Red;Atado x10;Tabaco;Cigarrillos;10;un;;$ 3.537,51;$ 4.280,39;$ 7.188,14
897;TAB-LUC-RED-12UNX;Lucky Strike Red Atado x12;Lucky Strike;Red;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.875,17;$ 3.478,96;$ 6.428,97
898;TAB-LUC-RED-20UNX;Lucky Strike Red Atado x20;Lucky Strike;Red;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.704,17;$ 2.062,05;$ 3.530,22
899;TAB-LUC-RED-25UNX;Lucky Strike Red Atado x25;Lucky Strike;Red;Atado x25;Tabaco;Cigarrillos;25;un;;$ 1.059,51;$ 1.282,01;$ 1.942,22
900;TAB-LUC-RED-10ATA;Lucky Strike Red Cartón x10 atados;Lucky Strike;Red;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 1.323,88;$ 1.601,89;$ 2.502,26
901;TAB-LUC-RED-20ATA;Lucky Strike Red Cartón x20 atados;Lucky Strike;Red;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 1.556,72;$ 1.883,63;$ 2.751,68
902;TAB-LUC-DOU-10UNX;Lucky Strike Double Click Atado x10;Lucky Strike;Double Click;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.181,99;$ 1.430,21;$ 2.653,44
903;TAB-LUC-DOU-12UNX;Lucky Strike Double Click Atado x12;Lucky Strike;Double Click;Atado x12;Tabaco;Cigarrillos;12;un;;$ 1.408,51;$ 1.704,30;$ 3.034,40
904;TAB-LUC-DOU-20UNX;Lucky Strike Double Click Atado x20;Lucky Strike;Double Click;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.709,50;$ 2.068,49;$ 3.504,93
905;TAB-LUC-DOU-25UNX;Lucky Strike Double Click Atado x25;Lucky Strike;Double Click;Atado x25;Tabaco;Cigarrillos;25;un;;$ 1.808,91;$ 2.188,78;$ 3.939,46
906;TAB-LUC-DOU-10ATA;Lucky Strike Double Click Cartón x10 atados;Lucky Strike;Double Click;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.656,89;$ 4.424,84;$ 6.619,40
907;TAB-LUC-DOU-20ATA;Lucky Strike Double Click Cartón x20 atados;Lucky Strike;Double Click;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 1.733,44;$ 2.097,46;$ 3.111,71
908;TAB-CAM-BLU-10UNX;Camel Blue Atado x10;Camel;Blue;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.953,74;$ 2.364,03;$ 4.256,93
